baslik,icerik,etiket,kaynak_url
"Tadı harika, hikayesi bambaşka: Ne yediğini bilmek seni de mutlu edecek!","Türkiye’nin en sevdiği lezzetler, merak edilen sırlarını tüketici ile paylaştı; artık herkes ne yediğini biliyor ve güvenle sipariş ediyor. Gıda güvenliği söz konusu olduğunda bu şeffaflık size ne mi kazandıracak? Gelin adım adım keşfedelim.",1,https://www.hurriyet.com.tr/advertorial/tadi-harika-hikayesi-bambaska-ne-yedigini-bilmek-seni-de-mutlu-edecek-42942977
Çipura tarifi,Doyurucu lezzetiyle sofraların en zarif balık seçeneklerinden biri: Fırında kızarmış çipura.,0,https://www.hurriyet.com.tr/kelebek/mucize-lezzetler/balik-ve-deniz-urunleri/cipura-tarifi-43003884
Dana antrikot tarifi,Yoğun et lezzetini sevenler için ideal bir seçim olan kızarmış dana antrikot tarifi.,0,https://www.hurriyet.com.tr/kelebek/mucize-lezzetler/et-yemekleri/dana-antrikot-tarifi-43003888
Türkiye 2-2 Karadağ (Maçın özeti ve golleri),"A Milli Takım, 2022 FIFA Dünya Kupası Elemeleri G Grubu dördüncü maçında Karadağ ile 2-2 berabere kaldı.",0,https://www.hurriyet.com.tr/sporarena/turkiye-2-2-karadag-macin-ozeti-ve-golleri-41885564
80 yaşında hala genç kız gibi… Böyle seven hiç yaşlanır mı!,Ömrünün neredeyse üçte ikisini kameraların önünde geçirdi. Takvim yaprakları bir bir kopup giderken o da artık emekliliğinin keyfini çıkaran ve torun seven mutlu bir büyükanne oldu.,1,https://www.hurriyet.com.tr/galeri-80-yasinda-hala-genc-kiz-gibi-boyle-seven-hic-yaslanir-mi-43045684
Yıllardır çiftliğinde atları ve eşekleriyle yaşıyor… Ünlü sunucu kararını çoktan vermiş: Ölünce beni onların yanına gömün!,Televizyon ekranlarının en ünlü ekran yüzlerinden biri. Yıllar yılı hazırlayıp sunduğu yemek ve ev yaşamı programlarıyla sadece kendi ülkesinde değil dünya çapında bir marka haline geldi.,1,https://www.hurriyet.com.tr/kelebek/magazin/yillardir-ciftliginde-atlari-ve-esekleriyle-yasiyor-unlu-sunucu-kararini-coktan-vermis-olunce-beni-o-topraklara-gomun-43045809
Daha prens aşkıyla evlenmeden onu hayatından çıkarmıştı… Babası hastane yatağından seslendi: Kızımla küs ölmek istemiyorum!,"İngiliz kraliyet ailesine gelin geldiğinden beri tüm gözler onun üzerinde. Kah doğuştan prenses olarak görülen eltisiyle kavga ve kıskançlıkları, kah kocasını ailesinden koparıp dünyanın öbür ucuna götürmesiyle hep bir şekilde gündemde kalmayı başarıyor.",1,https://www.hurriyet.com.tr/kelebek/magazin/daha-prens-askiyla-evlenmeden-onu-hayatindan-cikarmisti-babasi-hastane-yatagindan-seslendi-kizimla-kus-olmek-istemiyorum-43045603
Eski başbakanla ilişki yaşıyordu… Ünlü şarkıcı sonunda aşkını ilan etti!,Son dönemin en merak uyandıran ilişkisini yaşıyorlar. Ünlü şarkıcı ve dünya siyaset sahnesinin en bilindik yüzlerinden biri bir süredir birbirlerine sırılsıklam aşıklar.,1,https://www.hurriyet.com.tr/kelebek/magazin/eski-basbakanla-iliski-yasiyordu-unlu-sarkici-sonunda-askini-ilan-etti-43045595
"Güzide Duran: Boşanma değil, çocuklarımla yaşadıklarım beni üzüyor!","Uzun yıllar yurtdışında yaşayan Güzide Duran, Türkiye’ye ve ekranlara döndü. İlk olarak bir moda programıyla sevenlerinin karşısına çıkan Duran, şimdilerde yeni bir televizyon programının heyecanını yaşıyor. Güzide Duran ile Adnan Aksoy’la boşanma sürecini, Fikret Orman’la ilişkisini ve kariyeriyle ilgili planlarını konuştuk.",1,https://www.hurriyet.com.tr/kelebek/hayat/guzide-duran-bosanma-degil-cocuklarimla-yasadiklarim-beni-uzuyor-43045597
Stadyumlarda çalmak artık benim için normal,"Dünyanın en büyük sahnelerini dolduran, sayısız hit sahibi şarkıcı Ed Sheeran, Brad Pitt’in başrolünde oynadığı “F1 Filmi”nin şarkısını yaptı. “Bu projede de konfor alanımın dışına çıktım” diyen şarkıcıyla Los Angeles’ta bir araya geldim. Ed Sheeran ile yaratıcılık sürecini, pop-up konserlerini, koleksiyon merakını ve ilham kaynaklarını konuştuk.",0,https://www.hurriyet.com.tr/yazarlar/barbaros-tapan/stadyumlarda-calmak-artik-benim-icin-normal-43045593
Birce Akalay: Güzel ders oldu,"Birce Akalay, “Güneşin Oğlu” adlı tiyatro oyununun önceki akşam Zorlu PSM’de yapılan galasına katıldı.",0,https://www.hurriyet.com.tr/kelebek/televizyon/birce-akalay-guzel-ders-oldu-43045653
‘Bir fotoğraf savaşı durdurmaz ama kamuoyu tepkisini yönlendirebilir’,"Dünyanın dört bir yanında, çatışma bölgelerinde fotoğraf makinesiyle gerçeğin peşinde koşan ünlü savaş muhabiri ve fotoğrafçı Coşkun Aral yaşadıklarını kitaplaştırdı. ‘İmkansız Coğrafyalar’ vesilesiyle Aral’la bir araya geldik; hafızalara kazınan karelerinin ardındaki hikâyeleri, savaşlardaki tanıklıklarını ve yaşadıklarının ondaki izlerini konuştuk.",0,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/bir-fotograf-savasi-durdurmaz-ama-kamuoyu-tepkisini-yonlendirebilir-43045143
‘Bardağın dolu tarafını görmeye gayret ediyorum’,"Çıkardığı hit’lerle kalplere girdi. Oyunculukta da çok başarılı oldu. Oğuzhan Koç’la 12 Aralık’ta vizyona çıkacak ‘Bugün Güzel’ filmini konuşmak için buluşuyoruz. Hayatındaki kırılma noktalarını, hikâyesini yazdığı filmini ve aşkı dinliyoruz: “Kişisel hayatım insanların gördüğünden daha eğlenceli.”",0,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/bardagin-dolu-tarafini-gormeye-gayret-ediyorum-43045099
“Korkacak bir şey yok”,"Kısa sürede 6’ncı baskıya ulaşan ‘Bahçıvan ve Ölüm’ kitabının yazarı Georgi Gospodinov İstanbul’daydı. ‘Ölüm üzerine yazılmış en etkileyici kitap’ diye sosyal medyayı yıkan okurlar yazarı yalnız bırakmadı. Bir araya geldiğimiz Gospodinov ‘uzun boylu, yakışıklı ve cesur’ babasının son günlerini ve o muhteşem bahçesini anlattı: “Babamın babası oldum.”",0,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/korkacak-bir-sey-yok-43045130
Hatay’da 8 kişilik dev kadro,"Hatay’da voleybol sahası bir toplu terapi, ortak bir iyileşme alanı olmuş. Bunu başaran 8 kadın sporcu bir şehrin yarım kalan hikâyesini sahada yeniden yazabilmek adına herkesi desteğe çağırıyor: “Burada mesele sadece voleybol oynamak değil artık…”",0,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/hatayda-8-kisilik-dev-kadro-43045137
‘Koleksiyonu tamamladım!’,"Mısır’da düzenlenen 27. Dünya Karate Şampiyonası’nda altın madalya kazanan Eray Şamdan, Türkiye’ye büyük bir gurur yaşattı. 60 kiloda karate tarihinin en çok puan toplayan sporcusu unvanına ulaşan Şamdan’ın başarısında antrenörü de olan babası Adnan Şamdan’ın emeğinin ve desteğinin payı çok büyük. Şamdan ailesiyle şampiyonayı, karate tutkularını ve baba-oğul çalışma disiplinini nasıl sağladıklarını konuştuk.",1,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/koleksiyonu-tamamladim-43045087
‘Anadolu ruhu hâlâ çok güçlü’,"Doç. Dr. Mehmet Güneş Açıkgöz, Anadolu’nun gelin alma ritüelinden ilham alan eseriyle Beethoven Uluslararası Müzik Yarışması’nda birinciliğe layık görüldü. Açıkgöz “Ülkemizin bir kültürel ritüelinin uluslararası bir platformda tanınması insana gurur ve umut veriyor” diyor.",0,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/anadolu-ruhu-hala-cok-guclu-43045064
Aşı olmazlarsa tedavisi zor hastalıklar yaşayabilirler,"Aşı karşıtlığı evcil hayvan sahipleri arasında da yükseliyor. Veterinerler bu konuda uyarıyor, “Evden çıkmayan hayvanlar 
için de risk var” diyorlar.",0,https://www.hurriyet.com.tr/kelebek/hurriyet-pazar/asi-olmazlarsa-tedavisi-zor-hastaliklar-yasayabilirler-43045152
İSTANBUL 5. ASLİYE CEZA MAHKEMESİ HAKİMLİĞİ,,1,https://www.hurriyet.com.tr/resmi-ilanlar/istanbul-5-asliye-ceza-mahkemesi-hakimligi-43044545
Nohutlu pilav tarifi,Misafir sofralarının en beğenilen yemeklerinden nohutlu pilavı sizin için denedik!,0,https://www.hurriyet.com.tr/kelebek/mucize-lezzetler/pilav-ve-makarna/nohutlu-pilav-tarifi-43037553
Et kavurma tarifi,Yavaşça pişen etin kendi yağıyla harmanlanması ve yumuşacık dokusuyla damağınızda eşsiz bir tat bırakmasıyla ortaya çıkan şahane lezzet!,0,https://www.hurriyet.com.tr/kelebek/mucize-lezzetler/et-yemekleri/et-kavurma-tarifi-43037507
Un kurabiyesi tarifi,Fırından yayılan o mis gibi tereyağı kokusu ve her lokmasında yumuşacık bir huzur…,0,https://www.hurriyet.com.tr/kelebek/mucize-lezzetler/tatli/un-kurabiyesi-tarifi-43037601
KASTAMONU 3. ASLİYE HUKUK MAHKEMESİ,,1,https://www.hurriyet.com.tr/resmi-ilanlar/kastamonu-3-asliye-hukuk-mahkemesi-43043983
İSTANBUL ANADOLU 33. SULH HUKUK MAHKEMESİ HAKİMLİĞİ,,1,https://www.hurriyet.com.tr/resmi-ilanlar/istanbul-anadolu-33-sulh-hukuk-mahkemesi-hakimligi-43044019
Hamsi tava tarifi,"Incecik mısır ununa bulanıp altın renginde kızaran, dışı çıtır içi yumuşacık olan hamsi tava tarifi.",0,https://www.hurriyet.com.tr/kelebek/mucize-lezzetler/balik-ve-deniz-urunleri/hamsi-tava-tarifi-43037510
Son dakika: 21 ilde sarı kodlu yağış alarmı! İstanbul'a yeni sağanak uyarısı,"Meteoroloji Genel Müdürlüğü yeni hava durumu raporunu paylaştı. Bugün yurdun büyük kesiminde yağışlı hava etkili olacağı bildirilirken 21 ile sarı kodlu uyarıda bulunuldu. Öte yandan mevsim normallerinin üzerindeki sıcaklıklar da düşecek. İstanbul'da etkili olan sağanak nedeniyle Şişli ve Üsküdar'da yollarda su birikintileri oluştu, bazı iş yeri ve evleri su bastı. Öte yandan yağışların pazartesi günü de etkisini sürdüreceği öğrenildi.",1,https://www.hurriyet.com.tr/gundem/son-dakika-meteorolojiden-yeni-hava-durumu-raporu-21-ilde-sari-kodlu-alarm-istanbula-yeni-yagis-uyarisi-43045594
Bahis soruşturmasında gözaltına alınmıştı: Ahmet Çakar hastaneye kaldırıldı,"""Futbolda bahis"" soruşturması kapsamında gözaltına alınan 38 şüpheli arasında yer alan eski hakem ve spor yorumcusu Ahmet Çakar, hastaneye kaldırıldı.",0,https://www.hurriyet.com.tr/gundem/bahis-sorusturmasinda-gozaltina-alinmisti-ahmet-cakar-hastaneye-kaldirildi-43046007
Büyükçekmece Adliyesi soygununa ilişkin soruşturmada 10 kişi gözaltına alındı,"Büyükçekmece Adliyesi soygununa ilişkin soruşturmada firari durumdaki Erdal T.'nin kayınvalidesi,  kayınbiraderi ve kayınpederinin de aralarında bulunduğu 10 kişi gözaltına alındı.",0,https://www.hurriyet.com.tr/gundem/buyukcekmece-adliyesi-soygununa-iliskin-sorusturmada-10-kisi-gozaltina-alindi-43045996
Zeytinburnu'nda taksici evine gittiği sırada bıçaklanarak öldürüldü,"Zeytinburnu'nda işten çıkan taksici Erhan Çiftçi (35), daha önceden husumetli olduğu iddia edilen şüpheliler tarafından bıçaklanarak öldürüldü. Çiftçi'nin cenazesi olay yerindeki incelemenin ardından otopsi için Adli Tıp Kurumu Morgu'na götürüldü. Diğer yandan şüpheli Serkan B. (27) olayda kullandığı bıçakla polis ekipleri tarafından yakalandı.",1,https://www.hurriyet.com.tr/gundem/zeytinburnunda-taksici-evine-gittigi-sirada-bicaklanarak-olduruldu-43045895
Beşiktaş'ta sürpriz Semih Kılıçsoy gelişmesi!,"İtalyan basını, Cagliari'nin sezon başında Beşiktaş'tan satın alma opsiyonuyla kiraladığı Semih Kılıçsoy'un sözleşmesinin feshedilebileceğini duyurdu.",1,https://www.hurriyet.com.tr/sporarena/besiktasta-surpriz-semih-kilicsoy-gelismesi-43045948
"Akraba tarafından azmettirilen hırsız odaya kilitledi, ev sahibi camdan atlayıp kurtuldu","Ümraniye'de hırsızlık yapan şüpheli, evde karşılaştığı S.F.'yi 5 altın bilezik ve 1 yüzüğünü alıp yatak odasına kilitledi. Soyguncudan kurtulmak için 2'nci kattaki dairenin camından atlayan kadın hastaneye kaldırılırken, şüpheli ise kaçtı. Güvenlik kameralarından tespit edilen şüpheli ve altınları bozdurmaya giden azmettirici düzenlenen operasyonla yakalandı. Azmettirici H.A.F.’nin S.F.’nin akrabası olduğu ortaya çıktı. Adliyeye sevk edilen iki şüpheli tutuklandı.",0,https://www.hurriyet.com.tr/gundem/akraba-tarafindan-azmettirilen-hirsiz-odaya-kilitledi-ev-sahibi-camdan-atlayip-kurtuldu-43045878
"Herkeste oluyor ama çok kısa sürüyor! Batmanlı adam 1 buçuk yıldır kurtulamadı... 'Ailem sefil oldu, sürekli hastanedeyiz'","Batman’da 1,5 yıldır geçmeyen hıçkırık nöbetleri nedeniyle hayatı kabusa dönen Osman Akın (55), hastanelerden sonuç alamadığını belirterek, “Bu hıçkırıktan kurtulmak için yardım istiyorum” dedi.",1,https://www.hurriyet.com.tr/gundem/herkeste-oluyor-ama-cok-kisa-suruyor-batmanli-vatandasta-basladiktan-sonra-durmadi-1-bucuk-yildir-hayati-kabusa-dondu-43045768
Fenerbahçe'de sakatlık şoku! İlk yarıyı kapattı,Süper Lig'in 15. haftasında dün akşam deplasmanda Başakşehir'le 1-1 berabere kalarak şampiyonluk yolunda yara alan Fenerbahçe'ye bir kötü haber de maçın ilk yarısında sakatlanan ve oyuna devam edemeyen Portekizli sağ beki Nelson Semedo'dan geldi.,1,https://www.hurriyet.com.tr/sporarena/fenerbahcede-sakatlik-soku-ilk-yariyi-kapatti-43045856
NASA’nın aradığı kalkan Çernobil’de bulundu: 39 yıl sonra ortaya çıkan sır! ‘Hızlı evrim’ olarak adlandırılıyor…,"Çernobil’in yıllardır kimsenin girmeye cesaret edemediği karanlık bölgesinde, bilim insanlarını bile şaşırtan esrarengiz bir keşif yapıldı. Terk edilmiş reaktör duvarlarında büyüyen koyu renkli bir mantarın, ölümcül radyasyona karşı gösterdiği olağanüstü davranış çözülemez bir gizem yaratıyor. Radyasyona doğru ilerleyen bu canlı, felaketin ardından bölgede nelerin değiştiğine dair tüm bildiklerimizi sarsacak gibi duruyor. İşte bilim dünyasına şaşırtan detaylar…",1,https://www.hurriyet.com.tr/dunya/nasanin-aradigi-kalkan-cernobilde-bulundu-39-yil-sonra-ortaya-cikan-sir-hizli-evrim-olarak-adlandiriliyor-43044048
En sonunda kararını verdi… Efsane şarkıcı 80 yaşına bastığı gün 40 yaşındaki sevgilisiyle evlenecek,Son üç yıldır yaşadıkları aşk herkesin dilinde. Ünlü şarkıcının gençlik enerjisini ve aşklara bakışını bilenler aslında bu ilişkiye şaşırmamıştı. Ancak bu birlikteliğin en sonunda evlilikle nihayetleneceğine kimseler pek ihtimal vermemişti.,0,https://www.hurriyet.com.tr/kelebek/magazin/en-sonunda-kararini-verdi-efsane-sarkici-80-yasina-bastigi-gun-40-yasindaki-sevgilisiyle-evlenecek-43045918
"""Ailesi geldi, kızımı istediler benden"" Nilüfer'in kızı Ayşe Nazlı nişanlandı","Ünlü sanatçı Nilüfer ve Reha Muhtar'ın kızı Ayşe Nazlı, evlilik yolunda ilk adımını attı. Nazlı, sevgilisi Batuhan Yağlıoğlu ile sade bir nişan töreniyle nişanlandı.",0,https://www.hurriyet.com.tr/kelebek/stil/ailesi-geldi-kizimi-istediler-benden-niluferin-kizi-ayse-nazli-nisanlandi-43045925
Uzak Şehir'in Boran'ı Burç Kümbetlioğlu: Hikayede herkes hem haklı hem haksız!,"Kanal D'nin fenomen dizisi Uzak Şehir'de hikâyeye yeniden dahil olmasıyla tüm dengeleri değiştiren Boran'ı canlandıran Burç Kümbetlioğlu'ndan itiraf geldi. ""Boran'ın dönmesi bana da sürpriz oldu"" diyen başarılı oyuncu, onun görünmez varlığının seyirciyi diri tuttuğunu belirtti. ""Alya ve Cihan aşkı artık oldu derken tekrar ortaya çıkmam izleyicilerin bir kısmı için tedirginlik, bir kısmı için heyecan yarattı"" değerlendirmesini yapan Kümbetlioğlu, ""Boran, bu hikâyenin dinamiği açısından çok önemli"" ifadesini kullandı.",1,https://www.hurriyet.com.tr/kelebek/televizyon/hikayede-herkes-hem-hakli-hem-haksiz-43045898
Pascal Nouma: Kanserden sonra her gün için şükrediyorum,"Beşiktaş’ın bir dönemine damga vuran Fransız futbolcu Pascal Nouma,  katıldığı programda Türkiye’ye bağlılığını anlattı: “Fransa’da doğdum ama Beşiktaş beni Türkiye’ye getirdi ve ben bir daha geri gitmedim. Türkiye’de ölmek istiyorum.”",0,https://www.hurriyet.com.tr/kelebek/hayat/pascal-nouma-fransada-dogdum-turkiyede-olecegim-43045792
Otoyolda feci kaza: Çarpışan 3 TIR alev alev yandı; trafik durdu,"Gaziantep’te Tarsus-Adana-Gaziantep (TAG) otoyolunda zincirleme kazaya karışan 3 TIR yandı. Kaza nedeniyle otoyol, trafiğe kapatıldı.",0,https://www.hurriyet.com.tr/gundem/otoyolda-feci-kaza-carpisan-3-tir-alev-alev-yandi-trafik-durdu-43045876
Galatasaray'da Ismail Jakobs sabırları taşırdı! Sahalara ne zaman döneceği hala belirsiz,"Transfer olduğu günden bu yana sakatlık sorunlarıyla gündeme gelen Ismail Jakobs, toplam 135 gündür takımdan uzak kalırken Galatasaray’ın sol bek planlarını sürekli bozmaya devam ediyor.",1,https://www.hurriyet.com.tr/sporarena/galatasarayda-ismail-jakobs-sabirlari-tasirdi-43045596
Meksika'da araç havaya uçtu: 5 kişi yaşamını yitirdi,"Meksika'nın batısındaki Michoacan eyaletinde bir aracın infilak etmesi sonucu 5 kişi hayatını kaybetti, 4 kişi yaralandı. Polis, olaya ilişkin soruşturma başlattı.",0,https://www.hurriyet.com.tr/dunya/meksikada-arac-havaya-uctu-5-kisi-yasamini-yitirdi-43045612
Halil Ergün sevenlerini korkuttu! 'Evime geçtim şükür iyiyim',Kanal D’nin fenomen dizisi “Yaprak Dökümü”nde canlandırdığı Ali Rıza Bey rolüyle hafızalara kazınan Halil Ergün sevenlerini korkuttu.,1,https://www.hurriyet.com.tr/kelebek/hayat/halil-ergun-sevenlerini-korkuttu-evime-gectim-sukur-iyiyim-43045688
Dar pantolon giyerken bir daha düşünün! Kadınlarda bu hastalığa neden oluyor,"Kadınların büyük çoğunluğu hayatının bir döneminde jinekolojik bir rahatsızlık olan vajinal enfeksiyonlara yakalanıyor. Hastaların bazıları bu enfeksiyonları uygun tedavi planlaması ile kısa sürede atlatabiliyorken, bir kısmı da tanı ve tedaviyi ihmal ederek hastalığın kronik hale gelmesine yol açabiliyor.",1,https://www.hurriyet.com.tr/aile/galeri-dar-pantolon-giyerken-bir-daha-dusunun-kadinlarda-bu-hastaliga-neden-oluyor-43040559
7 ilde organize suç örgütlerine operasyon: 67 gözaltı,"İçişleri Bakanı Ali Yerlikaya, 7 ilde 7 ayrı Organize Suç Örgütüne yönelik son 1 haftadır düzenlenen operasyonlarda 67 şüphelinin yakalandığını duyurdu.",0,https://www.hurriyet.com.tr/gundem/7-ilde-organize-suc-orgutlerine-operasyon-67-gozalti-43045672
Sıcağıyla meşhur ilde kış başladı... Mevsimin ilk karı düştü,"Meteoroloji Genel Müdürlüğü yurdun çeşitli kesimlerine karla karışık yağmur ve kar yağışı uyarısında bulunmuştu. Mevsimin ilk karının yağdığı yerlerden biri de Antalya, Mersin ve Adana'nın yüksek kesimleri oldu.",1,https://www.hurriyet.com.tr/galeri-sicagiyla-meshur-ilde-kis-basladi-mevsimin-ilk-kari-dustu-43045625
Monaco - Galatasaray maçının hakemi açıklandı!,UEFA Şampiyonlar Ligi'nin 6. haftasında Monaco ile Galatasaray arasında oynanacak olan karşılaşmayı Hollandalı hakem Danny Makkelie'nin yöneteceği açıklandı.,1,https://www.hurriyet.com.tr/sporarena/monaco-galatasaray-macinin-hakemi-aciklandi-43045829
